"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"December 26, 2016",Maryland,Salisbury,"700 block of Baker St",1,1,N/A
"December 26, 2016",Florida,Ocala,"Southeast 92nd Street",0,0,N/A
"December 26, 2016",Oklahoma,"Oklahoma City","3300 Block of SE 89th St",0,1,N/A
"December 26, 2016","North Carolina","Sampson (county)","400 block of Beverly Lane",0,0,N/A
"December 26, 2016",Virginia,"Virginia Beach",N/A,0,1,N/A
"December 25, 2016",Texas,Humble,"2754 Longleaf Pines Ln",1,0,N/A
"December 25, 2016","New York","Long Beach","West Park Avenue",0,0,N/A
"December 25, 2016",Illinois,Washington,"100 block of Stahl Street",0,1,N/A
"December 25, 2016",Mississippi,Diberville,N/A,0,0,N/A
"December 24, 2016",Illinois,"Fairview Heights","200 block of Debra Drive",0,0,N/A
"December 24, 2016",California,Delhi,"10000 block of Kenneth Way",0,1,N/A
"December 24, 2016",Oklahoma,Ardmore,"B St SW and 6th St",0,1,N/A
"December 24, 2016",Oklahoma,"Oklahoma City (Midwest City)",N/A,0,0,N/A
"December 24, 2016",Louisiana,Shreveport,"7200 block of Burlingame Blvd",0,1,N/A
"December 24, 2016",Louisiana,Vinton,"Tim Street",0,0,N/A
"December 24, 2016",Massachusetts,Haverhill,"Dudley St",0,0,N/A
"December 23, 2016",Maine,"West Paris","Touelltown Road",0,1,N/A
"December 23, 2016",Nebraska,Omaha,"18139 Tammy Trail",1,0,N/A
"December 23, 2016",Missouri,Springfield,"1300 block of E Blaine St",0,0,N/A
"December 23, 2016","New York",Westbury,"Dover St",0,0,N/A
"December 23, 2016",Michigan,Jackson,"Winifred Street",0,0,N/A
"December 23, 2016","South Carolina","Summerville (Lincolnville)","705 East Thomas Street",1,0,N/A
"December 23, 2016",Massachusetts,Worcester,"Dayton St",0,0,N/A
"December 22, 2016",Utah,Orem,"1080 N. State",1,0,N/A
"December 22, 2016",Alabama,Huntsville,"Broadmeadow Lane",1,1,N/A
"December 22, 2016","West Virginia",Huntington,"1000 block of 12th Ave",0,0,N/A
"December 22, 2016",Louisiana,"Baton Rouge","1100 block of West Chimes St",0,1,N/A
"December 22, 2016",Florida,Seminole,"10521 Orange Blossom Lane",0,0,N/A
"December 22, 2016",Mississippi,Philadelphia,"Ivy St",0,0,N/A
"December 22, 2016",Arkansas,"Hot Springs National Park","Heavenly Place",0,1,N/A
"December 22, 2016",Tennessee,Jackson,"120 LaConte Street",0,2,N/A
"December 22, 2016",Pennsylvania,Philadelphia,"500 block of East Alleghany Avenue",0,1,N/A
"December 22, 2016","South Carolina",Mullins,"Belin Court",0,1,N/A
"December 22, 2016",Maryland,Baltimore,"3614 Lyndale Avenue",1,0,N/A
"December 22, 2016",Pennsylvania,Allentown,"East Broad Street",0,0,N/A
"December 22, 2016",Massachusetts,Worcester,"Ludlow Street",0,0,N/A
"December 21, 2016",California,Northridge,"9102 Encino Avenue",0,1,N/A
"December 21, 2016",Utah,"Salt Lake City (Taylorsville)","4414 South Edgeware Lane",0,0,N/A
"December 21, 2016",Nebraska,Lincoln,"5400 block of West St Paul",0,0,N/A
"December 21, 2016",Massachusetts,Brockton,"North Warren Avenue",0,0,N/A
"December 21, 2016","North Carolina",Wilmington,"900 block of North 30th Street",0,0,N/A
"December 21, 2016","South Carolina",Marion,"Belin Ct",0,1,N/A
"December 21, 2016",Texas,"Corpus Christi","600 block of Barons",0,1,N/A
"December 20, 2016",Arizona,Phoenix,"4100 block of South 62nd Lane",1,1,N/A
"December 20, 2016",Tennessee,Antioch,"916 Harvest Grove Drive",0,3,N/A
"December 20, 2016",Virginia,Richmond,"Cliff Avenue",0,0,N/A
"December 20, 2016",Texas,"Cedar Park","1200 block of Deer Grove Road",0,0,N/A
"December 20, 2016",Tennessee,Memphis,"Kirby Parkway and Green Grove Drive",0,0,N/A
"December 20, 2016","New Mexico",Artesia,"700 N. 10th Street",1,1,N/A
"December 20, 2016",Alabama,Dothan,N/A,0,0,N/A
"December 19, 2016",Pennsylvania,Pittsburgh,"2115 Park Hill Dr",0,1,N/A
"December 19, 2016",Florida,"Winter Haven","628 Avenue T NE",0,1,N/A
"December 19, 2016",Massachusetts,Holyoke,"116 Waldo St",0,1,N/A
"December 19, 2016",Florida,Brooksville,"Filson St",0,0,N/A
"December 19, 2016","South Carolina",Greenville,"151 Mitchell Rd",0,0,N/A
"December 19, 2016",Texas,Dallas,"2100 block of Hudspeth Avenue",1,0,N/A
"December 19, 2016",Texas,Lubbock,"1800 block of Bates Street",0,2,N/A
"December 19, 2016",Pennsylvania,Allentown,"200 block of Walter Street",0,1,N/A
"December 19, 2016",Pennsylvania,Philadelphia,"100 Block of Godfrey Ave",0,0,N/A
"December 18, 2016",Missouri,"Saint Peters","10 block of Jamaica Drive",1,0,N/A
"December 18, 2016",Florida,Jacksonville,"4300 Jiggermast Avenue",0,0,N/A
"December 18, 2016",Illinois,Rockford,"2400 block of Wesleyan Avenue",0,0,N/A
"December 18, 2016",Kentucky,Louisville,"600 block of North 29th Street",0,0,N/A
"December 17, 2016",Oklahoma,Norman,"3600 Block of Quail Springs Dr",0,0,N/A
"December 17, 2016",Nebraska,Lincoln,"N. 25th Street",0,0,N/A
"December 17, 2016","North Carolina","High Point",N/A,0,1,N/A
"December 17, 2016",Texas,Henderson,"County Road 102",1,0,N/A
"December 17, 2016",Illinois,"Chicago (Roseland)","100 block of West 105th Street",4,1,N/A
"December 17, 2016",Missouri,"Saint Louis","4000 block of Schiller Pl",0,2,N/A
"December 17, 2016","North Carolina",Asheville,"White Pine Drive",0,0,N/A
"December 16, 2016",Missouri,Springfield,"1400 block of South Fremont Avenue",0,1,N/A
"December 16, 2016",Louisiana,Washington,N/A,0,0,N/A
"December 16, 2016",Texas,Houston,"Mount Pleasant and Tierwester",0,1,N/A
"December 16, 2016",Georgia,Athens,"600 block of Camelot Drive",0,0,N/A
"December 16, 2016",Virginia,Winchester,N/A,0,1,N/A
"December 16, 2016",Tennessee,Chattanooga,"7010 McCutcheon Road",1,0,N/A
"December 16, 2016",Tennessee,Murfreesboro,"284 Indian Park Drive",1,0,N/A
"December 16, 2016",Ohio,Dayton,"1900 block of Palisades Dr",0,1,N/A
"December 16, 2016",Texas,"San Antonio","200 block of Landa Avenue",0,0,N/A
"December 16, 2016",Colorado,"Colorado Springs","2000 block of Farrington Street",0,0,N/A
"December 16, 2016",Oklahoma,Okmulgee,N/A,0,1,N/A
"December 15, 2016",Missouri,Springfield,"3407 East Covington Street",0,0,N/A
"December 15, 2016",Ohio,Columbus,"300 block of S. Harris Ave",1,0,N/A
"December 15, 2016",Pennsylvania,Philadelphia,"1900 block of 18th Street",0,0,N/A
"December 15, 2016",Minnesota,"Saint Paul","Princeton Avenue",0,0,N/A
"December 15, 2016",Indiana,"Fort Wayne","1100 block of Columbia Avenue",0,0,N/A
"December 15, 2016","New Jersey","Trenton (Hamilton)","Charlotte Avenue",0,0,N/A
"December 15, 2016",Florida,Jacksonville,"Cooper Lane",1,1,N/A
"December 15, 2016",Texas,Lubbock,"62nd St and Wayne Ave",0,0,N/A
"December 14, 2016",Colorado,"Colorado Springs","900 block of Zamora Circle",0,1,N/A
"December 14, 2016",Florida,Rockledge,"Eyster Blvd",0,0,N/A
"December 14, 2016",Pennsylvania,"Wilkes Barre","Ferry Rd",0,0,N/A
"December 14, 2016",Indiana,Hobart,"900 block of West 38th Place",0,0,N/A
"December 14, 2016","South Carolina","Pickens (county)","Prince Perry Rd.",1,0,N/A
"December 14, 2016",Ohio,"Dayton (Riverside)","Eisenhower Drive",0,0,N/A
"December 14, 2016",Indiana,Indianapolis,"Mann Road",0,1,N/A
"December 14, 2016","North Carolina",Apex,"Walden Glade Run",0,0,N/A
"December 14, 2016",Georgia,Statesboro,"500 block of Bunce Lane",0,0,N/A
"December 14, 2016",Louisiana,Farmerville,N/A,0,0,N/A
"December 14, 2016",Louisiana,"Baton Rouge","500 block of Lee Drive",0,1,N/A
"December 14, 2016","South Carolina",Greenville,"Christopher Street",0,1,N/A
"December 14, 2016",Ohio,Troy,"900 block of McKaig Avenue",0,0,N/A
"December 14, 2016",Indiana,Merrillville,"1100 block of West 52nd Avenue",0,0,N/A
"December 14, 2016",Maryland,Salisbury,"Tuscola Avenue",0,1,N/A
"December 13, 2016",Illinois,Chicago,"11900 block of South Harvard Avenue",0,1,N/A
"December 13, 2016",Florida,Miami,"36 NE 42nd Street",0,1,N/A
"December 13, 2016","New Jersey","Penns Grove","Madole Place",0,3,N/A
"December 13, 2016",California,"Santa Rosa","100 block of Apple Lane",0,1,N/A
"December 13, 2016",Ohio,"Dayton (Kettering)","2645 South Blvd",0,0,N/A
"December 13, 2016",Georgia,Augusta,"Gerald Drive",0,0,N/A
"December 12, 2016",Arizona,"Litchfield Park","4800 block of North Litchfield Knolls East",0,0,N/A
"December 12, 2016",Missouri,Columbia,"3100 block of Rock Quarry",0,0,N/A
"December 12, 2016",Florida,Orlando,"2806 Whisper Lakes Club Circle",0,0,N/A
"December 12, 2016",Texas,Abilene,"3700 block of Woodridge Drive",1,0,N/A
"December 12, 2016",Texas,Paris,"300 Block of Northeast 14th",0,0,N/A
"December 12, 2016",Texas,Temple,"1207 South 10th Street",1,0,N/A
"December 12, 2016",Texas,Houston,"Vickie Springs Lane",0,2,N/A
"December 12, 2016","New Jersey",Lodi,"Westminster Place",0,0,N/A
"December 12, 2016",Colorado,"Colorado Springs","2200 block of Willow Tree Grove",0,0,N/A
"December 12, 2016",Tennessee,Cleveland,"2360 Blackburn Road SE",1,1,N/A
"December 11, 2016",Massachusetts,Boston,"11 Sunset Street",0,2,N/A
"December 11, 2016","New York",Newburgh,"Grand Street",0,0,N/A
"December 11, 2016",Wisconsin,Madison,"800 block of Fairmont Avenue",0,0,N/A
"December 11, 2016","South Carolina",Easley,N/A,1,0,N/A
"December 11, 2016",Massachusetts,Brookline,"Winchester Street",0,0,N/A
"December 11, 2016",Illinois,Bloomington,"100 block of Downing Circle",0,0,N/A
"December 11, 2016",Louisiana,"Baton Rouge","4435 Ritterman Avenue",1,0,N/A
"December 11, 2016",Massachusetts,Weymouth,"Audubon Rd",0,1,N/A
"December 11, 2016",Louisiana,Shreveport,"1600 block of Fullerton Street",0,1,N/A
"December 11, 2016",Ohio,Cleveland,"3100 block of West 11th Street",0,2,N/A
"December 10, 2016",Pennsylvania,Chester,"800 Block of Upland St",1,0,N/A
"December 10, 2016",Ohio,Covington,"5500 block of North Rangeline Road",0,0,N/A
"December 10, 2016",Florida,"Fort Lauderdale (Dania Beach)",N/A,0,0,N/A
"December 10, 2016",Florida,Greenacres,"4665 Oak Terrace",0,1,N/A
"December 10, 2016","South Carolina","Myrtle Beach","Graham Avenue",0,0,N/A
"December 10, 2016",Michigan,Coloma,"Alma Drive",0,0,N/A
"December 10, 2016",Colorado,"Grand Junction","900 block of of White Ave",0,0,N/A
"December 10, 2016",Ohio,Lorain,"4000 Block of Shore Dr",1,0,N/A
"December 9, 2016",Florida,"Winter Garden","Bainbridge Loop",0,1,N/A
"December 9, 2016",Florida,Leesburg,N/A,0,0,N/A
"December 9, 2016",Virginia,Norfolk,"1200 block of Oak Park Avenue",0,0,N/A
"December 9, 2016","North Carolina",Lexington,"821 Owen Road",0,1,N/A
"December 9, 2016",Tennessee,Memphis,"5400 block of Pipers Gap Drive",1,0,N/A
"December 9, 2016",Georgia,Atlanta,"143 Scott Street",0,1,N/A
"December 9, 2016",California,"National City","4000 block of Calmoor Street",0,1,N/A
"December 9, 2016",Indiana,Indianapolis,"4000 block of Gamay Lane",0,0,N/A
"December 9, 2016",Indiana,Indianapolis,"South Sherman",0,2,N/A
"December 8, 2016","New Hampshire",Portsmouth,"985 State St",0,0,N/A
"December 8, 2016",California,Arnold,"Manuel Road",0,1,N/A
"December 8, 2016",Ohio,Springfield,"1200 block of South Fountain Avenue",1,0,N/A
"December 8, 2016",Colorado,Brighton,"16400 block of Tucson Street",1,1,N/A
"December 8, 2016",Alabama,Mobile,"2284 Schillinger Road",0,3,N/A
"December 8, 2016",Pennsylvania,York,"800 block of West Poplar Street",0,2,N/A
"December 8, 2016",Michigan,Kalamazoo,"760 South Howard Street",1,0,N/A
"December 8, 2016","South Carolina",Greenville,"100 Shemwood Lane",1,0,N/A
"December 8, 2016","North Carolina","High Point","800 block of Hopewell St",0,1,N/A
"December 8, 2016",Missouri,"Kansas City","3900 Block of Chestnut Ave",2,0,N/A
"December 8, 2016",Georgia,Brunswick,"2300 block of Johnston Street",0,2,N/A
"December 8, 2016",Texas,Lufkin,"100 block of Broaddus Street",0,1,N/A
"December 8, 2016",Pennsylvania,Nanticoke,"28 East Spring Street",0,1,N/A
"December 8, 2016","New York",Geneva,"71 Wadsworth Street",0,2,N/A
"December 7, 2016",Oklahoma,Tulsa,N/A,0,1,N/A
"December 7, 2016",Texas,"Anderson (county)","5600 Block of FM 320",0,0,N/A
"December 7, 2016",Florida,Okeechobee,"2700 block of Northwest Third Street",1,0,N/A
"December 7, 2016",Illinois,Flossmoor,"Carroll Parkway",0,0,N/A
"December 7, 2016",Tennessee,Antioch,"3500 block of Country Way Road",0,1,N/A
"December 7, 2016","New York","Staten Island","3872 Amboy Rd",0,1,N/A
"December 7, 2016","New York",Ilion,"39 Richfield Street",1,1,N/A
"December 7, 2016","South Carolina","Myrtle Beach","Greens Blvd",0,0,N/A
"December 6, 2016",Missouri,Springfield,"Division and Golden",1,0,N/A
"December 6, 2016",Michigan,Lansing,"Coolidge Road",0,0,N/A
"December 6, 2016","North Carolina","Winston Salem (Winston-salem)","Oak Croft Ct",0,1,N/A
"December 5, 2016",Tennessee,Nashville,"1120 Litton Avenue",0,0,N/A
"December 5, 2016",Kansas,Wichita,"1800 block of South Lexington",0,0,N/A
"December 5, 2016",Florida,Milton,"6800 block of Oak Street",0,0,N/A
"December 5, 2016","New Mexico",Albuquerque,"1532 Stagecoach Lane",4,1,N/A
"December 5, 2016","New York",Brockport,"51 Adams Street",0,0,N/A
"December 5, 2016",Kentucky,Lexington,"400 block of Kenton Street",1,3,N/A
"December 5, 2016",California,Vallejo,"200 block Reynard Lane",1,0,N/A
"December 5, 2016",Alabama,Henagar,"County Road 603",0,1,N/A
"December 5, 2016",Oklahoma,Tulsa,"2900 South 115th East Avenue",0,0,N/A
"December 5, 2016",Pennsylvania,Pittsburgh,"7400 block of Penfield Place",0,1,N/A
"December 5, 2016",Missouri,"Kansas City","74th Terrace and Oak Street",0,1,N/A
"December 4, 2016",Ohio,Newark,"West Church Street and North 8th Street",0,1,N/A
"December 4, 2016","South Carolina",Catawba,"Broach Drive",0,0,N/A
"December 4, 2016",Florida,"West Palm Beach","5500 Haverhill Rd",0,0,N/A
"December 4, 2016",Pennsylvania,Philadelphia,"4600 block of Oakmont Street",0,0,N/A
"December 4, 2016",Arkansas,"Little Rock","Nantucket Circle",0,0,N/A
"December 4, 2016",Pennsylvania,Pittsburgh,"7400 block of Penfield Place",0,0,N/A
"December 3, 2016",Massachusetts,Fitchburg,"122 Laurel St",1,0,N/A
"December 3, 2016",Florida,Jacksonville,"843 Alderman Road",0,1,N/A
"December 3, 2016",Georgia,Brunswick,"2200 block of Wolfe Street",1,0,N/A
"December 3, 2016",Ohio,Youngstown,"3700 block of Elbertus Avenue",0,2,N/A
"December 3, 2016",Illinois,Peoria,"2200 block of West Gilbert Avenue",0,1,N/A
"December 3, 2016",Louisiana,Marrero,"2100 block of Caddy Drive",1,1,N/A
"December 3, 2016",Alabama,Mobile,"200 block of Bloodgood Street",0,0,N/A
"December 3, 2016","North Carolina",Charlotte,"7000 block of Marlbrook Drive",0,1,N/A
"December 2, 2016",Missouri,Branson,"1100 block of W. Main Street",0,0,N/A
"December 2, 2016","North Carolina","Wake (county)","5000 block of Royal Acres Drive",0,0,N/A
"December 2, 2016",Florida,"Key Biscayne","110 Woodcrest Lane",0,0,N/A
"December 2, 2016",Florida,Seminole,"5700 block of Williams Blvd",0,1,N/A
"December 2, 2016",Virginia,"Henrico (county)","5200 block of Lewis Road",1,0,N/A
"December 2, 2016",Louisiana,"Baton Rouge","6880 Cezanne Drive",0,1,N/A
"December 2, 2016",Tennessee,Memphis,"900 block of Greer",0,1,N/A
"December 2, 2016",Texas,Tyler,"3900 block of McDonald Rd",0,0,N/A
"December 1, 2016","North Carolina",Fayetteville,"5200 block of Catalpa Road",0,1,N/A
"December 1, 2016",Florida,Ocala,"500 Southwest 33rd Avenue",0,0,N/A
"December 1, 2016",Florida,Chipley,"Bennett Drive",0,0,N/A
"December 1, 2016",Virginia,Culpeper,"Woodland Church Road",1,1,N/A
"December 1, 2016","North Carolina",Bolton,"400 block of Spearman Road",0,0,N/A
"December 1, 2016",Kansas,Wichita,"7400 block of East Clay",0,0,N/A
"December 1, 2016",Texas,"Round Rock","Angelico Lane",1,0,N/A
"December 1, 2016","North Carolina","Winston Salem (Winston-salem)","Maynard Dr",0,0,N/A
"December 1, 2016",Texas,Arlington,"900 block of Belemeade Street",1,1,N/A
"December 1, 2016",Alabama,Athens,"Elkton Road",0,0,N/A
"December 1, 2016",California,"Clearlake Oaks",N/A,1,3,N/A
"November 30, 2016",Louisiana,"Lake Charles (Moss Bluff)","2600 block of North Perkins Ferry Road",0,1,N/A
"November 30, 2016",Texas,Houston,"Beall St at W 21st St",0,0,N/A
"November 30, 2016","New Mexico",Farmington,"2300 W Apache St",0,1,N/A
"November 30, 2016",Indiana,"Fort Wayne","2408 Gay Street",0,1,N/A
"November 30, 2016",California,"Apple Valley","16000 block of Pauhaska Road",1,0,N/A
"November 30, 2016","North Carolina",Burlington,"700 block of Meridian Ave",0,0,N/A
"November 30, 2016",Alabama,Tuscaloosa,"1500 block of 55th Court East",0,0,N/A
"November 30, 2016","New York",Nanuet,"Newport Dr",0,0,N/A
"November 30, 2016",Texas,Houston,"9700 block of Ledge Street",0,1,N/A
"November 30, 2016",Texas,"San Antonio","6202 Roxbury Drive",1,0,N/A
"November 30, 2016","New York",Campbell,N/A,0,0,N/A
"November 30, 2016",Florida,Wellington,"2300 block of Stonybrook Drive",1,0,N/A
"November 30, 2016",Virginia,"Rocky Mount","25 Ronnies Lane",0,0,N/A
"November 30, 2016","New Jersey","Villas (Del Haven)","Bucknell Avenue",0,0,N/A
"November 30, 2016","New York",Bronx,"Vyse Ave",0,0,N/A
"November 30, 2016",Kansas,"Cheyenne (county)",N/A,0,1,N/A
"November 30, 2016",Georgia,Sylvester,"114 Covey Street",1,0,N/A
"November 29, 2016",Mississippi,Hattiesburg,"300 block of South 17th Avenue",0,1,N/A
"November 29, 2016",Georgia,"Atlanta (Dunwoody)",N/A,0,1,N/A
"November 29, 2016","New Jersey",Burlington,"1210 US-130",0,0,N/A
"November 29, 2016",Florida,Miami,"14240 NW 2nd Ave",0,1,N/A
"November 29, 2016",California,Antioch,"Winding Lane",1,0,N/A
"November 29, 2016","North Carolina",Wilmington,"300 block of Barclay Hills Drive",0,1,N/A
"November 29, 2016",Michigan,Detroit,"700 block of Conner",0,0,N/A
"November 29, 2016",Missouri,"Saint Peters","Heritage Manor Court",0,1,N/A
"November 28, 2016",Missouri,Harrisonville,"1000 block of North Independence Street",1,1,N/A
"November 28, 2016",Florida,"Miami (Miami Shores)",N/A,0,0,N/A
"November 28, 2016",Arkansas,"Little Rock","8 Nandina Circle",0,1,N/A
"November 28, 2016",Tennessee,Antioch,"Painter Drive",0,0,N/A
"November 28, 2016",Florida,"Fort Lauderdale (Sunrise)","4380 NW 103rd Terrace",1,0,N/A
"November 28, 2016",Texas,Brenham,"Tommelson Creek Rd",0,1,N/A
"November 28, 2016",Tennessee,Memphis,"400 block of South Holmes",0,0,N/A
"November 28, 2016",Oklahoma,Tulsa,"700 block of South St. Louis Avenue",0,1,N/A
"November 27, 2016",Oklahoma,Enid,"400 block of East Maine",0,0,N/A
"November 27, 2016",Ohio,Cleveland,"2200 block of East 38th Street",1,1,N/A
"November 27, 2016",Indiana,Indianapolis,"2900 block of Eastern Avenue",1,1,N/A
"November 27, 2016","New York",Jamaica,"Mathias Ave",0,2,N/A
"November 27, 2016",Florida,Naples,"800 block of 98th Avenue North",0,0,N/A
"November 27, 2016","North Carolina",Benson,"1275 Adams Road",0,1,N/A
"November 27, 2016",Alabama,Tuscaloosa,"1200 block of Convent Street",0,0,N/A
"November 27, 2016",Oklahoma,"Oklahoma City","Southwest 17th and South Portland",0,1,N/A
"November 26, 2016",Colorado,Pueblo,"Summit Avenue and Lake Avenue",0,1,N/A
"November 26, 2016",California,"Long Beach",N/A,0,1,N/A
"November 26, 2016",Massachusetts,"South Hadley","554 Amherst Rd",0,1,N/A
"November 26, 2016",Arizona,Tucson,"6400 block of North Calle Lottie",0,0,N/A
"November 26, 2016",Ohio,"Harrison (Harrison Township)","2700 block of Rugby Road",0,1,N/A
"November 26, 2016",Georgia,Lagrange,"197 Edgewood Avenue",1,1,N/A
"November 26, 2016",Texas,"Corpus Christi","200 block of Vera Cruz",0,0,N/A
"November 26, 2016","New Hampshire",Hooksett,"Mammoth Rd",0,0,N/A
"November 25, 2016",Georgia,Lagrange,"100 block of Saynor Circle",0,0,N/A
"November 25, 2016","New York",Brentwood,"Eisenhower Avenue",0,0,N/A
"November 25, 2016",Michigan,Detroit,"16300 block of Lyndon",1,0,N/A
"November 25, 2016",California,Fresno,"Pico Avenue",0,0,N/A
"November 25, 2016",Illinois,Peoria,"1600 block of South Lydia St",0,0,N/A
"November 25, 2016",Oklahoma,Tulsa,"9900 block of East 22nd Avenue",0,1,N/A
"November 25, 2016",Ohio,Springfield,"800 block of Oak Street",0,1,N/A
"November 24, 2016",Illinois,Chicago,"1600 block of North Latrobe",1,1,N/A
"November 24, 2016",Tennessee,Memphis,N/A,0,0,N/A
"November 24, 2016",Ohio,Clyde,"North Main Street",0,0,N/A
"November 23, 2016","North Carolina",Aberdeen,"500 Block of South Pinehurst St",0,1,N/A
"November 23, 2016",Arizona,Tucson,N/A,0,0,N/A
"November 23, 2016","New York",Brooklyn,"548 Bainbridge Street",0,1,N/A
"November 23, 2016",California,Cottonwood,"Oakwood Heights Drive",0,0,N/A
"November 23, 2016",Virginia,"Henrico (county)","5300 block of Smith Avenue",0,0,N/A
"November 23, 2016",Washington,"North Bonneville","Yehuh Street",0,2,N/A
"November 23, 2016",Arkansas,"Fort Smith","Rye Hill",0,2,N/A
"November 23, 2016",Oklahoma,Tulsa,"57th West Ave. and West Second St.",0,0,N/A
"November 23, 2016",Alabama,Decatur,"200 block of 7th Avenue Northwest",0,1,N/A
"November 23, 2016","New Mexico",Albuquerque,N/A,0,1,N/A
"November 23, 2016",Missouri,Ozark,"2400 block of West Petrus Circle",0,1,N/A
"November 23, 2016",Virginia,Warrenton,"7500 block of Leeds Manor Road",0,0,N/A
"November 22, 2016",Missouri,Sullivan,"1700 block of Highway AF",0,0,N/A
"November 22, 2016",Alabama,Florence,"East Limestone Street and Plum Street",1,0,N/A
"November 22, 2016",Ohio,Cleveland,"3300 Block of E 128th St",1,0,N/A
"November 22, 2016",Wisconsin,Sheboygan,"2100 Block of Cooper Ave",0,0,N/A
"November 22, 2016",Pennsylvania,Philadelphia,"200 Block of Ritner St",0,1,N/A
"November 22, 2016",Georgia,Atlanta,"6250 Shell Drive",0,1,N/A
"November 21, 2016","Rhode Island",Providence,"562 Cranston Street",1,0,N/A
"November 21, 2016","New Hampshire",Deerfield,"High Meadow Dr",0,0,N/A
"November 21, 2016","New York","Bellmore (North Bellmore)","Lincoln Street",0,0,N/A
"November 21, 2016",Florida,"Winter Haven","310 Lake Daisy Loop",0,0,N/A
"November 21, 2016",Florida,"Cape Coral","4800 Block of Manor Ct",0,0,N/A
"November 21, 2016",Georgia,Grovetown,"100 Whiskey Rd",0,0,N/A
"November 21, 2016","New York",Buffalo,"86 Clayton Street",0,1,N/A
"November 20, 2016",Texas,"San Antonio","5814 Shadow Glen Drive",1,0,N/A
"November 20, 2016",California,"San Diego","2242 Gill Village Way",0,0,N/A
"November 20, 2016",Massachusetts,Brockton,"57 River St",0,1,N/A
"November 20, 2016",Missouri,"O Fallon","1300 block of Crooked Stick Dr",0,0,N/A
